"customer_id","r_score","f_score","m_score","total_ltv","segment"
16065,4,3,3,372.09,VIP
12875,4,3,3,343.23,VIP
15889,4,3,3,446.87,VIP
12785,4,3,3,311.95,VIP
16202,4,3,3,365.27,VIP
15922,4,3,3,369.50,VIP
13291,4,3,3,361.11,VIP
13699,4,3,3,308.58,VIP
16499,4,3,3,365.45,VIP
15182,4,3,3,622.85,VIP
13955,4,3,3,322.96,VIP
16091,4,3,3,315.06,VIP
12648,4,3,3,318.05,VIP
14264,4,3,3,333.97,VIP
12733,4,3,3,383.95,VIP
16193,4,3,3,314.45,VIP
17697,4,3,3,338.95,VIP
15246,4,3,3,514.15,VIP
12582,4,3,3,511.36,VIP
17120,4,3,3,307.46,VIP
18024,4,3,3,389.78,VIP
14206,4,3,3,328.16,VIP
17362,4,3,3,312.23,VIP
15935,4,3,3,416.86,VIP
16957,4,3,3,416.64,VIP
15230,4,3,3,429.60,VIP
13740,4,3,3,350.75,VIP
18183,4,3,3,632.07,VIP
16823,4,3,3,358.38,VIP
13484,4,3,3,313.80,VIP
14311,4,3,3,310.26,VIP
15210,4,3,3,331.18,VIP
12982,4,3,3,390.54,VIP
14339,4,3,3,309.52,VIP
16227,4,3,3,314.22,VIP
12515,4,3,3,383.70,VIP
14304,4,3,3,383.45,VIP
16552,4,3,3,379.73,VIP
14619,4,3,3,394.44,VIP
17035,4,3,3,433.53,VIP
13731,4,3,3,610.59,VIP
14009,4,3,2,695.61,VIP
13707,4,3,2,806.41,VIP
14672,4,3,2,765.55,VIP
17409,4,3,2,771.85,VIP
15700,4,3,2,696.68,VIP
15649,4,3,2,816.00,VIP
16644,4,3,2,833.78,VIP
15045,4,3,2,735.66,VIP
12735,4,3,2,779.57,VIP
16270,4,3,2,1141.24,VIP
13151,4,3,2,1257.87,VIP
12354,4,3,2,1079.40,VIP
12908,4,3,2,750.00,VIP
17704,4,3,2,885.19,VIP
12769,4,3,2,1143.60,VIP
16449,4,3,2,707.69,VIP
14643,4,3,2,693.81,VIP
13929,4,3,2,842.65,VIP
16546,4,3,2,787.15,VIP
15223,4,3,2,755.75,VIP
14625,4,3,2,899.63,VIP
13235,4,3,2,1031.07,VIP
14105,4,3,2,1266.23,VIP
16567,4,3,2,865.60,VIP
15004,4,3,2,1246.32,VIP
14770,4,3,2,876.42,VIP
18133,4,3,2,931.50,VIP
12468,4,3,2,729.54,VIP
14411,4,3,2,1063.00,VIP
12878,4,3,2,854.99,VIP
13294,4,3,2,873.74,VIP
17749,4,3,2,674.52,VIP
15333,4,3,2,1028.56,VIP
15353,4,3,2,777.02,VIP
16163,4,3,2,856.60,VIP
15171,4,3,2,1289.50,VIP
15464,4,3,2,1048.85,VIP
13934,4,3,2,922.10,VIP
12652,4,3,2,919.98,VIP
12410,4,3,2,693.33,VIP
16716,4,3,2,901.20,VIP
16859,4,3,2,747.81,VIP
13221,4,3,2,847.41,VIP
18085,4,3,2,689.95,VIP
15069,4,3,2,1109.53,VIP
12514,4,3,2,1017.68,VIP
17550,4,2,4,267.16,VIP
15920,4,2,4,167.50,VIP
16226,4,2,4,255.12,VIP
17580,4,2,4,215.72,VIP
16832,4,2,4,199.15,VIP
15483,4,2,4,233.81,VIP
15759,4,2,4,253.04,VIP
16112,4,2,4,195.74,VIP
17440,4,2,4,186.42,VIP
13533,4,2,4,270.79,VIP
16356,4,2,4,211.77,VIP
15577,4,2,4,258.88,VIP
16998,4,2,4,295.00,VIP
16431,4,2,3,642.81,VIP
17375,4,2,3,400.10,VIP
17990,4,2,3,630.84,VIP
13856,4,2,3,388.50,VIP
15646,4,2,3,447.64,VIP
12845,4,2,3,354.09,VIP
14021,4,2,3,631.90,VIP
15882,4,2,3,516.36,VIP
17955,4,2,3,557.30,VIP
17849,4,2,3,605.80,VIP
12891,4,2,3,331.00,VIP
14450,4,2,3,483.25,VIP
15456,4,2,3,447.22,VIP
12811,4,2,3,514.85,VIP
17765,4,2,3,371.88,VIP
14176,4,2,3,576.90,VIP
15643,4,2,3,664.00,VIP
17616,4,2,3,571.20,VIP
16034,4,2,3,437.70,VIP
15780,4,2,3,475.28,VIP
13963,4,2,3,664.54,VIP
12999,4,2,3,455.88,VIP
15334,4,2,3,351.67,VIP
15535,4,2,3,536.40,VIP
17454,4,2,3,517.53,VIP
16955,4,2,3,518.67,VIP
14823,4,2,3,321.43,VIP
14779,4,2,3,386.15,VIP
17897,4,2,3,566.60,VIP
16473,4,2,3,316.11,VIP
14958,4,2,3,499.68,VIP
16378,4,2,3,362.95,VIP
12414,4,2,3,562.41,VIP
15589,4,2,3,478.53,VIP
16010,4,2,3,407.50,VIP
14616,4,2,3,406.08,VIP
17062,4,2,3,538.37,VIP
14267,4,2,2,1516.24,Potential
14465,4,2,2,1058.62,Potential
16807,4,2,2,1121.59,Potential
16714,4,2,2,1161.53,Potential
17179,4,2,2,711.79,Potential
15716,4,2,2,1118.81,Potential
13476,4,2,2,1238.47,Potential
16980,4,2,2,1078.96,Potential
16692,4,2,2,1276.00,Potential
14161,4,2,2,1110.52,Potential
15574,4,2,2,702.25,Potential
17505,4,2,2,1145.84,Potential
14532,4,2,2,932.85,Potential
12717,4,2,2,1030.98,Potential
15079,4,2,2,895.61,Potential
14920,4,2,2,977.77,Potential
16244,4,2,2,1522.75,Potential
16943,4,2,2,816.73,Potential
13951,4,2,2,674.45,Potential
17204,4,2,2,1564.56,Potential
14256,4,2,2,969.06,Potential
12857,4,2,2,1106.40,Potential
15332,4,2,2,1661.06,Potential
12967,4,2,2,1660.90,Potential
15813,4,2,2,1303.91,Potential
15265,4,2,2,1506.12,Potential
17277,4,2,2,1065.35,Potential
18062,4,2,2,720.52,Potential
13659,4,2,2,1573.20,Potential
14352,4,2,2,1078.96,Potential
14442,4,2,2,1589.82,Potential
18142,4,2,2,1019.52,Potential
16146,4,2,2,734.13,Potential
16320,4,2,2,1038.46,Potential
13261,4,2,2,944.10,Potential
16037,4,2,2,855.02,Potential
14195,4,2,2,1012.00,Potential
14817,4,2,2,1110.34,Potential
15777,4,2,2,1047.11,Potential
16766,4,2,2,1145.60,Potential
18202,4,2,2,1396.99,Potential
12377,4,2,2,1628.12,Potential
13253,4,2,2,1030.40,Potential
14669,4,2,2,1269.99,Potential
16214,4,2,2,1062.75,Potential
14740,4,2,2,1448.21,Potential
15057,4,2,2,1489.50,Potential
15104,4,2,2,1027.44,Potential
17646,4,2,2,1008.39,Potential
16889,4,2,2,1578.67,Potential
17341,4,2,2,781.36,Potential
14758,4,2,2,1484.06,Potential
14584,4,2,2,1042.26,Potential
17472,4,2,2,710.29,Potential
13475,4,2,2,1431.78,Potential
15644,4,2,2,813.00,Potential
17980,4,2,2,811.45,Potential
16997,4,2,2,702.00,Potential
16520,4,2,2,1046.57,Potential
15146,4,2,2,1327.16,Potential
12815,4,2,2,1063.46,Potential
14154,4,2,2,1345.62,Potential
14867,4,2,2,710.28,Potential
16801,4,2,2,1619.73,Potential
15100,4,2,2,876.00,Potential
13900,4,2,2,740.95,Potential
14231,4,2,2,925.71,Potential
14803,4,2,2,845.55,Potential
13811,4,2,2,814.50,Potential
13819,4,2,2,1140.35,Potential
14081,4,2,2,934.52,Potential
12755,4,2,1,3811.95,Potential
17152,4,2,1,1689.50,Potential
16698,4,2,1,1998.00,Potential
14016,4,2,1,4341.21,Potential
15032,4,2,1,4959.10,Potential
14828,4,2,1,2139.76,Potential
13952,4,2,1,3251.07,Potential
14245,4,2,1,1693.45,Potential
18231,4,2,1,2083.27,Potential
17787,4,2,1,1865.19,Potential
15665,4,2,1,2242.01,Potential
14461,4,2,1,2103.06,Potential
15098,4,2,1,39916.50,Potential
12590,4,2,1,9864.26,Potential
12625,4,2,1,2683.82,Potential
12653,4,2,1,2209.85,Potential
12585,4,2,1,2040.10,Potential
13564,4,2,1,1749.02,Potential
15808,4,2,1,3734.97,Potential
17444,4,2,1,2940.04,Potential
12669,4,2,1,2744.03,Potential
15749,4,2,1,44534.30,Potential
17406,4,2,1,2200.42,Potential
12424,4,2,1,1760.96,Potential
12840,4,2,1,2726.77,Potential
16398,4,2,1,1705.80,Potential
12754,4,2,1,3010.74,Potential
17337,4,2,1,2027.87,Potential
18037,4,1,4,70.02,VIP
12601,4,1,3,577.06,VIP
15107,4,1,3,319.50,VIP
17912,4,1,3,311.01,VIP
16306,4,1,3,632.27,VIP
15881,4,1,3,501.39,VIP
18239,4,1,2,1561.61,Potential
17126,4,1,2,1004.75,Potential
15508,4,1,2,1000.27,Potential
18168,4,1,2,1169.94,Potential
16725,4,1,2,781.02,Potential
14573,4,1,2,1653.42,Potential
17770,4,1,2,1143.27,Potential
15658,4,1,2,1024.10,Potential
13715,4,1,2,1079.34,Potential
12947,4,1,2,1603.99,Potential
17874,4,1,2,683.46,Potential
12868,4,1,2,1607.06,Potential
18260,4,1,1,2643.20,Potential
16553,4,1,1,5719.82,Potential
12383,4,1,1,1850.56,Potential
17850,4,1,1,5391.21,Potential
15379,4,1,1,3703.29,Potential
17230,4,1,1,3638.41,Potential
17504,4,1,1,2997.03,Potential
16919,4,1,1,2596.45,Potential
15235,4,1,1,2247.51,Potential
12980,4,1,1,7374.90,Potential
13093,4,1,1,7832.47,Potential
13045,3,4,4,305.28,VIP
13806,3,4,4,256.38,VIP
17030,3,4,4,146.87,VIP
13419,3,4,4,221.06,VIP
14518,3,4,4,174.37,VIP
13348,3,4,4,233.76,VIP
15937,3,4,4,145.35,VIP
13504,3,4,4,295.93,VIP
13177,3,4,4,282.45,VIP
12923,3,4,4,176.97,VIP
16895,3,4,4,219.14,VIP
16432,3,4,4,287.40,VIP
14054,3,4,4,92.46,VIP
13947,3,4,4,90.60,VIP
17647,3,4,4,133.06,VIP
17382,3,4,4,65.40,VIP
12789,3,4,4,91.85,VIP
13483,3,4,4,140.34,VIP
18033,3,4,4,97.97,VIP
15276,3,4,4,135.31,VIP
16591,3,4,4,213.50,VIP
15774,3,4,4,270.80,VIP
18053,3,4,4,300.02,VIP
15593,3,4,4,199.80,VIP
17694,3,4,4,283.12,VIP
15623,3,4,4,301.03,VIP
17660,3,4,4,196.00,VIP
18262,3,4,4,149.48,VIP
16178,3,4,4,197.90,VIP
12864,3,4,4,147.12,VIP
17693,3,4,4,200.47,VIP
13296,3,4,4,87.40,VIP
14100,3,4,4,194.90,VIP
15261,3,4,4,254.82,VIP
16447,3,4,4,259.01,VIP
13194,3,4,4,60.70,VIP
15746,3,4,4,196.88,VIP
15118,3,4,4,244.80,VIP
13106,3,4,4,76.50,VIP
15776,3,4,4,241.62,VIP
15438,3,4,4,156.58,VIP
17941,3,4,4,304.56,VIP
17514,3,4,4,208.65,VIP
15374,3,4,4,168.00,VIP
12750,3,4,4,275.88,VIP
15254,3,4,4,300.36,VIP
18099,3,4,4,168.31,VIP
13218,3,4,4,62.64,VIP
16302,3,4,4,233.22,VIP
13513,3,4,4,205.10,VIP
17331,3,4,4,175.20,VIP
16292,3,4,4,302.25,VIP
13307,3,4,4,15.00,VIP
13645,3,4,4,252.10,VIP
14406,3,4,4,156.75,VIP
17122,3,4,4,138.32,VIP
15683,3,4,4,193.75,VIP
13621,3,4,4,213.85,VIP
16961,3,4,4,234.17,VIP
12641,3,4,4,185.90,VIP
15541,3,4,4,85.13,VIP
13273,3,4,4,138.98,VIP
15396,3,4,4,288.18,VIP
14772,3,4,4,139.26,VIP
17747,3,4,4,71.40,VIP
12968,3,4,4,135.95,VIP
15313,3,4,4,52.00,VIP
14523,3,4,4,241.09,VIP
13411,3,4,4,213.55,VIP
17844,3,4,4,51.56,VIP
15263,3,4,4,156.51,VIP
15663,3,4,4,138.14,VIP
16093,3,4,4,17.00,VIP
16429,3,4,4,284.55,VIP
18200,3,4,4,163.80,VIP
16641,3,4,4,231.10,VIP
13778,3,4,4,178.70,VIP
15325,3,4,4,162.29,VIP
15866,3,4,4,230.53,VIP
13099,3,4,4,207.36,VIP
14436,3,4,4,89.06,VIP
12851,3,4,4,135.18,VIP
15307,3,4,4,205.30,VIP
17309,3,4,4,82.75,VIP
14208,3,4,4,151.74,VIP
13130,3,4,4,64.00,VIP
16400,3,4,4,303.93,VIP
15488,3,4,4,91.32,VIP
13441,3,4,4,296.64,VIP
16796,3,4,4,305.62,VIP
18255,3,4,4,103.30,VIP
18215,3,4,4,299.34,VIP
15035,3,4,4,252.73,VIP
17433,3,4,4,303.16,VIP
16451,3,4,4,266.97,VIP
15216,3,4,4,96.60,VIP
17347,3,4,4,228.96,VIP
12995,3,4,4,211.32,VIP
16878,3,4,4,13.30,VIP
16527,3,4,4,228.06,VIP
15504,3,4,4,52.83,VIP
17628,3,4,4,75.75,VIP
16215,3,4,4,242.35,VIP
15888,3,4,4,168.31,VIP
17475,3,4,4,194.37,VIP
13279,3,4,4,137.75,VIP
16213,3,4,4,159.00,VIP
15603,3,4,4,48.48,VIP
16715,3,4,4,301.72,VIP
13127,3,4,4,259.17,VIP
17506,3,4,4,302.20,VIP
15154,3,4,4,296.42,VIP
17498,3,4,4,272.22,VIP
14806,3,4,4,193.39,VIP
16594,3,4,4,181.09,VIP
14908,3,4,4,277.80,VIP
13866,3,4,4,145.67,VIP
15958,3,4,4,104.35,VIP
16468,3,4,4,74.90,VIP
18278,3,4,4,173.90,VIP
13514,3,4,4,152.20,VIP
16181,3,4,4,305.54,VIP
13061,3,4,4,248.61,VIP
15348,3,4,4,158.04,VIP
14109,3,4,4,144.20,VIP
13364,3,4,4,134.96,VIP
13503,3,4,4,216.85,VIP
17427,3,4,4,100.80,VIP
12703,3,4,4,283.55,VIP
15175,3,4,4,224.14,VIP
12718,3,4,4,238.25,VIP
13886,3,4,4,243.56,VIP
13095,3,4,4,74.40,VIP
14585,3,4,4,157.05,VIP
17824,3,4,4,298.40,VIP
14799,3,4,4,157.70,VIP
18019,3,4,4,38.45,VIP
16848,3,4,4,281.42,VIP
15637,3,4,4,223.36,VIP
15604,3,4,4,216.39,VIP
15327,3,4,4,208.75,VIP
14381,3,4,4,202.68,VIP
14830,3,4,4,197.13,VIP
17206,3,4,4,204.24,VIP
16412,3,4,4,151.83,VIP
17534,3,4,4,223.36,VIP
18042,3,4,4,165.05,VIP
16932,3,4,4,161.94,VIP
15598,3,4,4,240.68,VIP
17785,3,4,4,131.94,VIP
15335,3,4,4,173.97,VIP
16413,3,4,4,262.20,VIP
17986,3,4,4,20.80,VIP
13006,3,4,4,81.57,VIP
14089,3,4,4,161.00,VIP
13858,3,4,4,216.17,VIP
16793,3,4,4,243.84,VIP
17279,3,4,4,187.83,VIP
14975,3,4,4,279.94,VIP
16773,3,4,4,171.59,VIP
16430,3,4,4,300.85,VIP
14642,3,4,4,96.12,VIP
12602,3,4,4,153.12,VIP
16753,3,4,4,223.92,VIP
13690,3,4,4,172.25,VIP
16171,3,4,4,73.20,VIP
17620,3,4,4,81.44,VIP
14027,3,4,4,104.82,VIP
18169,3,4,4,202.65,VIP
15886,3,4,4,181.09,VIP
16179,3,4,4,215.83,VIP
13980,3,4,4,200.14,VIP
18126,3,4,4,206.83,VIP
16104,3,4,4,302.36,VIP
13259,3,4,4,292.32,VIP
16921,3,4,4,169.79,VIP
16248,3,4,4,152.94,VIP
18088,3,4,4,167.67,VIP
14801,3,4,4,193.14,VIP
14792,3,4,4,6.20,VIP
14894,3,4,3,655.75,VIP
12740,3,4,3,427.60,VIP
16820,3,4,3,497.61,VIP
12863,3,4,3,521.20,VIP
12420,3,4,3,600.39,VIP
14753,3,4,3,563.15,VIP
16141,3,4,3,620.40,VIP
13889,3,4,3,416.90,VIP
15739,3,4,3,449.12,VIP
16737,3,4,3,417.60,VIP
17415,3,4,3,507.84,VIP
12436,3,4,3,509.01,VIP
16613,3,4,3,618.59,VIP
12917,3,4,3,594.00,VIP
18222,3,4,3,443.00,VIP
14014,3,4,3,505.18,VIP
17480,3,4,3,511.82,VIP
12729,3,4,3,453.01,VIP
16278,3,4,3,566.38,VIP
13116,3,4,3,501.14,VIP
15930,3,4,3,426.63,VIP
13602,3,4,3,428.89,VIP
12390,3,4,3,549.84,VIP
17640,3,4,3,621.66,VIP
14301,3,4,3,640.14,VIP
17513,3,4,3,513.20,VIP
13260,3,4,3,557.62,VIP
14333,3,4,3,415.20,VIP
15475,3,4,3,454.11,VIP
12644,3,4,3,477.91,VIP
12418,3,4,3,668.58,VIP
15091,3,4,3,480.71,VIP
14687,3,4,3,628.38,VIP
15553,3,4,3,437.23,VIP
15523,3,4,3,412.01,VIP
12513,3,4,3,612.29,VIP
12631,3,4,3,640.50,VIP
17520,3,4,3,546.81,VIP
15099,3,4,3,410.48,VIP
15300,3,4,3,496.44,VIP
16272,3,4,3,411.70,VIP
16650,3,4,3,518.42,VIP
12579,3,4,3,440.42,VIP
17958,3,4,3,508.46,VIP
15149,3,4,3,520.80,VIP
17053,3,4,3,498.48,VIP
16236,3,4,3,432.20,VIP
15639,3,4,3,425.32,VIP
17040,3,4,3,449.73,VIP
13359,3,4,3,439.56,VIP
13518,3,4,3,659.44,VIP
14124,3,4,3,419.58,VIP
16340,3,4,3,549.07,VIP
16536,3,4,3,548.97,VIP
15417,3,4,3,508.80,VIP
14184,3,4,3,452.89,VIP
16574,3,4,3,451.44,VIP
15193,3,4,3,499.32,VIP
15994,3,4,3,427.07,VIP
15127,3,4,3,406.53,VIP
17333,3,4,3,494.25,VIP
16211,3,4,3,547.02,VIP
15006,3,4,3,502.09,VIP
12667,3,4,3,620.13,VIP
14317,3,4,3,508.58,VIP
16404,3,4,3,443.05,VIP
16881,3,4,3,432.00,VIP
15803,3,4,3,415.82,VIP
13390,3,4,3,544.08,VIP
14757,3,4,3,420.50,VIP
15342,3,4,3,406.09,VIP
17805,3,4,3,512.31,VIP
12453,3,4,2,707.09,VIP
13336,3,4,2,795.12,VIP
12475,3,4,2,723.38,VIP
13325,3,4,2,675.30,VIP
15480,3,4,2,905.50,VIP
16480,3,4,2,769.29,VIP
15066,3,4,2,893.59,VIP
13375,3,4,2,778.65,VIP
12612,3,4,2,704.04,VIP
16108,3,4,2,842.50,VIP
13464,3,4,2,674.68,VIP
13354,3,4,2,743.53,VIP
14055,3,4,2,725.64,VIP
12965,3,4,2,771.91,VIP
13850,3,4,2,1595.48,VIP
15255,3,4,2,890.85,VIP
17553,3,4,2,1487.60,VIP
13979,3,4,2,869.87,VIP
13587,3,4,2,712.40,VIP
14566,3,4,2,1432.00,VIP
15322,3,4,2,679.68,VIP
12607,3,4,2,1579.51,VIP
13689,3,4,2,910.00,VIP
14557,3,4,2,788.38,VIP
13356,3,4,2,768.24,VIP
12425,3,4,2,777.20,VIP
15075,3,4,2,773.03,VIP
15074,3,4,2,748.87,VIP
13355,3,4,2,674.70,VIP
14885,3,4,2,765.32,VIP
17649,3,4,2,868.49,VIP
12772,3,4,2,892.47,VIP
12378,3,4,1,4008.62,VIP
16281,3,4,1,2062.06,VIP
12688,3,4,1,4873.81,VIP
16380,3,4,1,1780.59,VIP
12752,3,4,1,4366.78,VIP
16902,3,4,1,1706.88,VIP
15341,3,4,1,2020.52,VIP
15372,3,4,1,2007.40,VIP
14887,3,4,1,1862.00,VIP
15947,3,4,1,1708.24,VIP
17846,3,4,1,2033.10,VIP
12454,3,4,1,3528.34,VIP
13763,3,4,1,1714.96,VIP
13422,3,4,1,2626.30,VIP
18251,3,4,1,4314.72,VIP
18268,3,3,4,25.50,VIP
17148,3,3,4,124.88,VIP
14076,3,3,4,122.47,VIP
16778,3,3,4,245.94,VIP
17887,3,3,4,111.35,VIP
14259,3,3,4,120.00,VIP
14473,3,3,4,234.34,VIP
16363,3,3,4,109.36,VIP
16777,3,3,4,226.35,VIP
13792,3,3,4,195.55,VIP
12512,3,3,4,138.03,VIP
14143,3,3,4,115.80,VIP
12604,3,3,4,254.18,VIP
14624,3,3,4,225.85,VIP
13519,3,3,4,122.75,VIP
17079,3,3,4,118.80,VIP
17181,3,3,4,239.92,VIP
14053,3,3,4,260.25,VIP
17786,3,3,4,278.74,VIP
16080,3,3,4,217.16,VIP
15853,3,3,4,110.80,VIP
13573,3,3,4,294.40,VIP
16952,3,3,4,167.61,VIP
15689,3,3,4,254.10,VIP
14819,3,3,4,272.07,VIP
18018,3,3,4,122.14,VIP
15610,3,3,4,112.46,VIP
16542,3,3,4,119.62,VIP
17256,3,3,4,240.00,VIP
13193,3,3,4,117.88,VIP
17898,3,3,4,152.06,VIP
15545,3,3,4,292.72,VIP
13760,3,3,4,286.79,VIP
14314,3,3,4,120.00,VIP
17935,3,3,4,145.79,VIP
13972,3,3,4,190.25,VIP
16690,3,3,4,225.58,VIP
16106,3,3,4,108.38,VIP
14947,3,3,4,290.82,VIP
14972,3,3,4,114.77,VIP
14660,3,3,4,285.74,VIP
17771,3,3,4,245.81,VIP
13877,3,3,4,117.24,VIP
12814,3,3,4,125.92,VIP
12756,3,3,4,112.08,VIP
16835,3,3,4,180.85,VIP
17783,3,3,4,283.47,VIP
14861,3,3,4,125.79,VIP
13470,3,3,4,165.00,VIP
16808,3,3,4,288.42,VIP
18027,3,3,4,115.31,VIP
18146,3,3,4,160.35,VIP
13876,3,3,4,122.70,VIP
12492,3,3,4,263.21,VIP
16861,3,3,4,173.76,VIP
17376,3,3,4,203.20,VIP
18277,3,3,4,110.38,VIP
16959,3,3,4,117.35,VIP
13067,3,3,4,115.46,VIP
14652,3,3,4,114.18,VIP
13283,3,3,4,93.66,VIP
14761,3,3,4,255.90,VIP
17957,3,3,4,111.68,VIP
17339,3,3,4,243.36,VIP
16828,3,3,4,128.50,VIP
15744,3,3,4,34.80,VIP
13244,3,3,4,121.74,VIP
15198,3,3,4,193.64,VIP
14029,3,3,3,467.66,VIP
14236,3,3,3,490.86,VIP
12930,3,3,3,415.80,VIP
14147,3,3,3,483.40,VIP
12824,3,3,3,397.12,VIP
14538,3,3,3,388.25,VIP
15766,3,3,3,315.06,VIP
14196,3,3,3,335.52,VIP
17603,3,3,3,394.72,VIP
17134,3,3,3,425.00,VIP
17189,3,3,3,384.40,VIP
16573,3,3,3,663.61,VIP
13347,3,3,3,341.36,VIP
13034,3,3,3,642.77,VIP
17222,3,3,3,354.15,VIP
13276,3,3,3,590.93,VIP
13372,3,3,3,378.64,VIP
16978,3,3,3,344.33,VIP
13930,3,3,3,337.34,VIP
16198,3,3,3,400.68,VIP
14002,3,3,3,529.73,VIP
14152,3,3,3,621.29,VIP
16268,3,3,3,667.65,VIP
15840,3,3,3,355.56,VIP
15762,3,3,3,583.75,VIP
15120,3,3,3,358.82,VIP
13927,3,3,3,348.99,VIP
16239,3,3,3,414.20,VIP
13787,3,3,3,309.04,VIP
15244,3,3,3,631.57,VIP
14484,3,3,3,321.92,VIP
16123,3,3,3,307.78,VIP
15472,3,3,3,371.56,VIP
13228,3,3,3,358.00,VIP
15343,3,3,3,364.50,VIP
13352,3,3,3,397.98,VIP
15579,3,3,3,348.60,VIP
15837,3,3,3,391.98,VIP
13351,3,3,3,373.94,VIP
16052,3,3,3,362.06,VIP
18066,3,3,3,318.00,VIP
14331,3,3,3,462.66,VIP
16689,3,3,3,422.60,VIP
17931,3,3,3,408.36,VIP
14651,3,3,3,654.60,VIP
13233,3,3,3,605.12,VIP
17298,3,3,3,498.42,VIP
14628,3,3,3,671.96,VIP
16354,3,3,3,395.80,VIP
18160,3,3,3,638.06,VIP
14067,3,3,3,374.70,VIP
15975,3,3,3,371.01,VIP
13774,3,3,3,345.00,VIP
12592,3,3,3,437.60,VIP
17614,3,3,3,390.07,VIP
13321,3,3,3,567.36,VIP
13923,3,3,3,351.13,VIP
16667,3,3,3,570.13,VIP
16627,3,3,3,322.80,VIP
14079,3,3,3,375.10,VIP
13210,3,3,3,353.48,VIP
14951,3,3,3,311.69,VIP
16441,3,3,3,381.20,VIP
16780,3,3,3,425.19,VIP
17070,3,3,3,312.14,VIP
14024,3,3,3,327.70,VIP
15829,3,3,3,636.14,VIP
12566,3,3,3,351.65,VIP
16803,3,3,3,332.30,VIP
14420,3,3,3,387.52,VIP
13594,3,3,3,396.97,VIP
15678,3,3,3,352.70,VIP
16603,3,3,3,482.47,VIP
14396,3,3,3,487.99,VIP
14323,3,3,3,605.06,VIP
13434,3,3,3,534.24,VIP
15264,3,3,3,393.74,VIP
18151,3,3,3,653.35,VIP
12519,3,3,3,340.84,VIP
15366,3,3,3,602.51,VIP
16723,3,3,3,589.15,VIP
12743,3,3,3,546.43,VIP
12596,3,3,3,618.27,VIP
17248,3,3,3,318.65,VIP
14171,3,3,3,363.79,VIP
16982,3,3,3,384.06,VIP
16629,3,3,3,417.73,VIP
17229,3,3,3,318.76,VIP
17489,3,3,3,376.64,VIP
13049,3,3,3,656.68,VIP
13670,3,3,3,349.70,VIP
15012,3,3,3,423.04,VIP
16383,3,3,3,668.36,VIP
14965,3,3,3,599.00,VIP
16761,3,3,3,316.62,VIP
12884,3,3,3,309.05,VIP
13801,3,3,3,324.80,VIP
14555,3,3,3,324.14,VIP
15942,3,3,3,337.44,VIP
17154,3,3,3,329.34,VIP
14915,3,3,3,307.48,VIP
16685,3,3,3,324.24,VIP
15243,3,3,3,316.68,VIP
14855,3,3,3,645.65,VIP
16674,3,3,3,319.61,VIP
16147,3,3,3,375.00,VIP
15232,3,3,3,612.06,VIP
17201,3,3,3,342.63,VIP
12763,3,3,3,494.08,VIP
16518,3,3,3,484.32,VIP
14272,3,3,3,437.96,VIP
12987,3,3,3,558.70,VIP
14451,3,3,3,662.59,VIP
15652,3,3,3,337.74,VIP
17674,3,3,3,551.04,VIP
16031,3,3,3,548.94,VIP
17265,3,3,3,562.90,VIP
12816,3,3,3,572.20,VIP
16582,3,3,3,313.62,VIP
15339,3,3,3,574.07,VIP
16177,3,3,3,331.95,VIP
17205,3,3,3,384.08,VIP
15247,3,3,3,356.00,VIP
16485,3,3,3,363.65,VIP
14265,3,3,3,530.18,VIP
15468,3,3,3,467.51,VIP
16826,3,3,3,341.70,VIP
12363,3,3,3,552.00,VIP
17742,3,3,3,355.11,VIP
13248,3,3,3,465.68,VIP
16384,3,3,3,584.50,VIP
15030,3,3,3,518.28,VIP
13933,3,3,3,608.79,VIP
16693,3,3,3,482.01,VIP
16909,3,3,3,379.14,VIP
16788,3,3,3,597.48,VIP
15205,3,3,3,653.24,VIP
16776,3,3,3,388.28,VIP
13473,3,3,3,422.64,VIP
17913,3,3,3,411.60,VIP
16305,3,3,3,361.22,VIP
17973,3,3,3,337.04,VIP
16758,3,3,3,369.34,VIP
13529,3,3,3,307.76,VIP
14128,3,3,3,637.50,VIP
17252,3,3,3,353.86,VIP
16374,3,3,3,473.03,VIP
13888,3,3,3,605.63,VIP
15185,3,3,3,310.62,VIP
12871,3,3,3,380.64,VIP
16595,3,3,3,360.16,VIP
13919,3,3,3,384.81,VIP
16183,3,3,3,338.71,VIP
15315,3,3,3,570.50,VIP
17172,3,3,3,317.76,VIP
17267,3,3,3,317.62,VIP
12715,3,3,3,353.86,VIP
17926,3,3,3,397.29,VIP
15466,3,3,3,334.53,VIP
17190,3,3,3,444.74,VIP
13402,3,3,3,621.23,VIP
14537,3,3,3,355.56,VIP
13845,3,3,3,312.98,VIP
12624,3,3,3,641.13,VIP
13122,3,3,2,922.39,VIP
18194,3,3,2,973.84,VIP
12497,3,3,2,1043.10,VIP
16140,3,3,2,725.18,VIP
12379,3,3,2,852.24,VIP
13799,3,3,2,688.86,VIP
17695,3,3,2,765.34,VIP
16624,3,3,2,810.57,VIP
12701,3,3,2,797.71,VIP
12550,3,3,2,964.83,VIP
15978,3,3,2,1098.78,VIP
14356,3,3,2,701.23,VIP
12781,3,3,2,826.74,VIP
18064,3,3,2,814.00,VIP
12446,3,3,2,1002.31,VIP
17029,3,3,2,716.00,VIP
14421,3,3,2,813.11,VIP
12940,3,3,2,913.54,VIP
